"Modified Julian Date","Detection","Upper Limit","Error (low)","Error (high)"
56331.49997685198,0.000133,,0.000115,0.000151
56338.49997685198,0.000144,,0.000128,0.00016
56345.49997685198,0.000157,,0.000139,0.000175
56359.49997685198,0.0000874,,0.0000681,0.000107
56366.49997685198,0.0000866,,0.0000644,0.000109
56380.49997685198,0.000185,,0.000164,0.000206
56387.49997685198,0.000144,,0.000127,0.000161
56394.49997685198,0.000239,,0.000213,0.000265
56401.49997685198,0.000333,,0.000299,0.000367
56408.49997685198,0.000358,,0.000314,0.000402
56415.49997685198,0.000314,,0.00028,0.000348
56422.49997685198,0.000463,,0.000428,0.000498
56429.49997685198,0.000397,,0.000326,0.000468
56436.49997685198,0.000361,,0.000337,0.000385
56443.49997685198,0.000439,,0.000414,0.000464
56450.49997685198,0.000303,,0.000277,0.000329
56457.49997685198,0.000287,,0.000255,0.000319
56464.49997685198,0.000197,,0.000165,0.000229
56471.49997685198,0.000107,,0.0000843,0.00013
56478.49997685198,0.000123,,0.000103,0.000143
56485.49997685198,0.000235,,0.00021,0.00026
56492.49997685198,0.000392,,0.000362,0.000422
56499.49997685198,0.000264,,0.000239,0.000289
56506.49997685198,0.000231,,0.000204,0.000258
56513.49997685198,0.0000777,,0.0000604,0.000095
56520.49997685198,0.000173,,0.000144,0.000202
56527.49997685198,0.000209,,0.000172,0.000246
56534.49997685198,0.000215,,0.000188,0.000242
56541.49997685198,0.000144,,0.000126,0.000162
56555.49997685198,0.000175,,0.000153,0.000197
56562.49997685198,0.000249,,0.000223,0.000275
56569.49997685198,0.000203,,0.000174,0.000232
56583.49997685198,0.000122,,0.0000981,0.000146
56590.49997685198,0.000103,,0.0000846,0.000121
56604.49997685198,0.0000805,,0.0000651,0.0000959
56611.49997685198,0.000098,,0.0000806,0.000115
56618.49997685198,0.000252,,0.000224,0.00028
56625.49997685198,0.0001,,0.0000752,0.000125
56632.49997685198,0.000169,,0.000146,0.000192
56639.49997685198,0.000162,,0.000144,0.00018
56646.49997685198,0.000258,,0.000234,0.000282
56653.49997685198,0.000319,,0.000292,0.000346
56667.49997685198,0.000113,,0.0000924,0.000134
56674.49997685198,0.00021,,0.00018,0.00024
56681.49997685198,0.0000851,,0.0000515,0.000119
56688.49997685198,,0.000184,,
56695.49997685198,0.0000875,,0.0000676,0.000107
56702.49997685198,0.000127,,0.000109,0.000145
56709.49997685198,0.000223,,0.000201,0.000245
56716.49997685198,0.00016,,0.000143,0.000177
